id,merchant_id,customer_id,total,status,created_at
ord_demo_00315,m_demo,cust_demo_115,262600,paid,2026-07-24T08:55:26.460165
ord_demo_00316,m_demo,cust_demo_061,217200,paid,2026-07-24T08:03:33.460165
ord_demo_00317,m_demo,cust_demo_073,985200,paid,2026-07-23T15:05:21.460165
ord_demo_00318,m_demo,cust_demo_021,418400,paid,2026-07-25T02:27:24.460165
ord_demo_00319,m_demo,cust_demo_087,2159900,paid,2026-07-24T17:23:00.460165
ord_demo_00320,m_demo,cust_demo_102,161600,paid,2026-07-25T04:12:07.460165
ord_demo_00321,m_demo,cust_demo_030,759500,paid,2026-07-25T00:10:15.460165
ord_demo_00322,m_demo,cust_demo_058,11520100,paid,2026-07-25T15:16:29.460165
ord_demo_00323,m_demo,cust_demo_035,2942800,paid,2026-07-26T02:28:25.460165
ord_demo_00324,m_demo,cust_demo_041,687200,paid,2026-07-25T16:00:36.460165
ord_demo_00325,m_demo,cust_demo_012,115200,paid,2026-07-26T16:02:55.460165
ord_demo_00326,m_demo,cust_demo_004,3166400,paid,2026-07-26T15:22:18.460165
ord_demo_00327,m_demo,cust_demo_093,2159900,paid,2026-07-26T21:07:33.460165
ord_demo_00328,m_demo,cust_demo_022,2942800,paid,2026-07-27T18:22:33.460165
ord_demo_00329,m_demo,cust_demo_056,170100,paid,2026-07-27T15:05:19.460165
ord_demo_00330,m_demo,cust_demo_033,134500,paid,2026-07-29T06:20:22.460165
ord_demo_00331,m_demo,cust_demo_077,94200,paid,2026-07-28T23:22:49.460165
ord_demo_00332,m_demo,cust_demo_001,10303400,paid,2026-07-29T11:59:29.460165
ord_demo_00333,m_demo,cust_demo_077,2942800,paid,2026-07-29T05:43:41.460165
ord_demo_00334,m_demo,cust_demo_041,3097100,paid,2026-07-29T21:06:52.460165
ord_demo_00335,m_demo,cust_demo_042,10303400,paid,2026-07-29T18:50:20.460165
ord_demo_00336,m_demo,cust_demo_088,2321100,paid,2026-07-30T05:05:42.460165
ord_demo_00337,m_demo,cust_demo_091,61900,paid,2026-07-30T03:11:04.460165
ord_demo_00338,m_demo,cust_demo_087,8481200,paid,2026-07-30T06:43:59.460165
ord_demo_00339,m_demo,cust_demo_054,2731900,paid,2026-07-31T07:50:10.460165
ord_demo_00340,m_demo,cust_demo_077,152200,paid,2026-07-30T16:16:12.460165
ord_demo_00341,m_demo,cust_demo_099,134500,paid,2026-07-31T01:12:48.460165
ord_demo_00342,m_demo,cust_demo_022,152200,paid,2026-07-31T08:47:39.460165
ord_demo_00343,m_demo,cust_demo_083,846200,paid,2026-07-30T16:08:43.460165
ord_demo_00344,m_demo,cust_demo_002,103300,paid,2026-07-31T06:52:52.460165
ord_demo_00345,m_demo,cust_demo_074,134500,paid,2026-08-01T02:31:43.460165
ord_demo_00346,m_demo,cust_demo_060,949500,paid,2026-07-31T23:02:39.460165
ord_demo_00347,m_demo,cust_demo_054,821400,paid,2026-08-01T00:58:09.460165
ord_demo_00348,m_demo,cust_demo_013,896600,paid,2026-08-01T16:28:41.460165
ord_demo_00349,m_demo,cust_demo_003,125100,paid,2026-08-01T18:16:19.460165
ord_demo_00350,m_demo,cust_demo_120,161200,paid,2026-08-01T18:38:22.460165
ord_demo_00351,m_demo,cust_demo_071,115200,paid,2026-08-02T03:02:07.460165
ord_demo_00352,m_demo,cust_demo_056,10459500,paid,2026-08-02T15:59:33.460165
ord_demo_00353,m_demo,cust_demo_103,2159900,paid,2026-08-03T00:09:24.460165
ord_demo_00354,m_demo,cust_demo_026,139000,paid,2026-08-03T09:39:36.460165
ord_demo_00355,m_demo,cust_demo_015,572000,paid,2026-08-02T23:07:03.460165
ord_demo_00356,m_demo,cust_demo_118,47100,paid,2026-08-02T23:41:26.460165
ord_demo_00357,m_demo,cust_demo_031,3097100,paid,2026-08-04T02:25:53.460165
ord_demo_00358,m_demo,cust_demo_054,47100,paid,2026-08-03T19:03:04.460165
ord_demo_00359,m_demo,cust_demo_063,152200,paid,2026-08-04T11:46:52.460165
ord_demo_00360,m_demo,cust_demo_120,115200,paid,2026-08-03T23:44:29.460165
ord_demo_00361,m_demo,cust_demo_108,91900,paid,2026-08-03T19:23:32.460165
ord_demo_00362,m_demo,cust_demo_105,10303400,paid,2026-08-04T06:04:51.460165
ord_demo_00363,m_demo,cust_demo_098,134500,paid,2026-08-04T22:17:42.460165
ord_demo_00364,m_demo,cust_demo_029,2159900,paid,2026-08-05T04:56:19.460165
ord_demo_00365,m_demo,cust_demo_073,161200,paid,2026-08-05T06:19:18.460165
ord_demo_00366,m_demo,cust_demo_071,377800,paid,2026-08-05T08:01:23.460165
ord_demo_00367,m_demo,cust_demo_106,804700,paid,2026-08-05T12:05:15.460165
ord_demo_00368,m_demo,cust_demo_039,804700,paid,2026-08-05T16:33:43.460165
ord_demo_00369,m_demo,cust_demo_100,134500,paid,2026-08-06T09:41:37.460165
ord_demo_00370,m_demo,cust_demo_089,572000,paid,2026-08-05T19:48:39.460165
ord_demo_00371,m_demo,cust_demo_105,61900,paid,2026-08-05T18:25:06.460165
ord_demo_00372,m_demo,cust_demo_042,80800,paid,2026-08-05T15:45:18.460165
ord_demo_00373,m_demo,cust_demo_118,804700,paid,2026-08-06T21:22:42.460165
ord_demo_00374,m_demo,cust_demo_019,80800,paid,2026-08-06T17:27:51.460165
ord_demo_00375,m_demo,cust_demo_074,152200,paid,2026-08-07T03:22:10.460165
ord_demo_00376,m_demo,cust_demo_049,139000,paid,2026-08-07T04:50:34.460165
ord_demo_00377,m_demo,cust_demo_063,125100,paid,2026-08-06T15:40:45.460165
ord_demo_00378,m_demo,cust_demo_094,91900,paid,2026-08-07T02:46:06.460165
ord_demo_00379,m_demo,cust_demo_028,2359800,paid,2026-08-06T22:36:48.460165
ord_demo_00380,m_demo,cust_demo_071,418400,paid,2026-08-08T00:48:11.460165
ord_demo_00381,m_demo,cust_demo_115,1110500,paid,2026-08-08T03:51:49.460165
ord_demo_00382,m_demo,cust_demo_026,80800,paid,2026-08-07T22:15:53.460165
ord_demo_00383,m_demo,cust_demo_012,152200,paid,2026-08-07T15:17:20.460165
ord_demo_00384,m_demo,cust_demo_007,10303400,paid,2026-08-08T20:03:30.460165
ord_demo_00385,m_demo,cust_demo_062,946500,paid,2026-08-09T03:39:50.460165
ord_demo_00386,m_demo,cust_demo_089,2942800,paid,2026-08-08T16:01:02.460165
ord_demo_00387,m_demo,cust_demo_041,666200,paid,2026-08-10T08:47:48.460165
ord_demo_00388,m_demo,cust_demo_002,47100,paid,2026-08-09T20:02:42.460165
ord_demo_00389,m_demo,cust_demo_081,161200,paid,2026-08-10T03:16:40.460165
ord_demo_00390,m_demo,cust_demo_012,103300,paid,2026-08-10T16:46:19.460165
ord_demo_00391,m_demo,cust_demo_076,161200,paid,2026-08-11T03:55:17.460165
ord_demo_00392,m_demo,cust_demo_041,2942800,paid,2026-08-11T10:10:11.460165
ord_demo_00393,m_demo,cust_demo_093,47100,paid,2026-08-11T13:15:52.460165
ord_demo_00394,m_demo,cust_demo_109,940400,paid,2026-08-11T21:00:07.460165
ord_demo_00395,m_demo,cust_demo_082,2080500,paid,2026-08-12T23:48:37.460165
ord_demo_00396,m_demo,cust_demo_017,10303400,paid,2026-08-12T14:56:44.460165
ord_demo_00397,m_demo,cust_demo_003,418400,paid,2026-08-12T13:44:17.460165
ord_demo_00398,m_demo,cust_demo_119,804700,paid,2026-08-13T03:24:48.460165
ord_demo_00399,m_demo,cust_demo_090,10365300,paid,2026-08-14T02:30:50.460165
ord_demo_00400,m_demo,cust_demo_076,152200,paid,2026-08-14T11:56:52.460165
ord_demo_00401,m_demo,cust_demo_088,233000,paid,2026-08-13T20:58:35.460165
ord_demo_00402,m_demo,cust_demo_008,134500,paid,2026-08-14T04:06:25.460165
ord_demo_00403,m_demo,cust_demo_015,851400,paid,2026-08-13T12:42:04.460165
ord_demo_00404,m_demo,cust_demo_067,161200,paid,2026-08-15T01:49:38.460165
ord_demo_00405,m_demo,cust_demo_017,161200,paid,2026-08-14T22:04:24.460165
ord_demo_00406,m_demo,cust_demo_094,103300,paid,2026-08-14T13:21:24.460165
ord_demo_00407,m_demo,cust_demo_104,2475000,paid,2026-08-16T06:53:06.460165
ord_demo_00408,m_demo,cust_demo_047,804700,paid,2026-08-15T16:02:04.460165
ord_demo_00409,m_demo,cust_demo_115,418400,paid,2026-08-16T06:48:49.460165
ord_demo_00410,m_demo,cust_demo_001,898900,paid,2026-08-15T13:34:32.460165
ord_demo_00411,m_demo,cust_demo_071,80800,paid,2026-08-15T23:56:11.460165
ord_demo_00412,m_demo,cust_demo_016,309700,paid,2026-08-16T14:47:51.460165
ord_demo_00413,m_demo,cust_demo_113,183800,paid,2026-08-17T04:55:03.460165
ord_demo_00414,m_demo,cust_demo_002,572000,paid,2026-08-17T05:10:44.460165
ord_demo_00415,m_demo,cust_demo_048,418400,paid,2026-08-16T19:24:11.460165
ord_demo_00416,m_demo,cust_demo_094,2159900,paid,2026-08-16T21:12:46.460165
ord_demo_00417,m_demo,cust_demo_001,3206000,paid,2026-08-17T12:38:14.460165
ord_demo_00418,m_demo,cust_demo_043,2033400,paid,2026-08-17T23:29:03.460165
ord_demo_00419,m_demo,cust_demo_014,123800,paid,2026-08-17T17:28:18.460165
ord_demo_00420,m_demo,cust_demo_030,262600,paid,2026-08-19T09:25:59.460165
ord_demo_00421,m_demo,cust_demo_013,390500,paid,2026-08-18T23:45:25.460165
ord_demo_00422,m_demo,cust_demo_119,13246200,paid,2026-08-19T09:34:35.460165
ord_demo_00423,m_demo,cust_demo_014,2942800,paid,2026-08-18T16:41:02.460165
ord_demo_00424,m_demo,cust_demo_046,123800,paid,2026-08-19T23:21:51.460165
ord_demo_00425,m_demo,cust_demo_106,652800,paid,2026-08-20T01:14:24.460165
ord_demo_00426,m_demo,cust_demo_051,10657900,paid,2026-08-20T08:31:46.460165
ord_demo_00427,m_demo,cust_demo_096,2159900,paid,2026-08-20T05:06:37.460165
ord_demo_00428,m_demo,cust_demo_014,3004700,paid,2026-08-20T01:50:27.460165
ord_demo_00429,m_demo,cust_demo_075,418400,paid,2026-08-20T13:04:54.460165
ord_demo_00430,m_demo,cust_demo_009,61900,paid,2026-08-21T00:21:33.460165
ord_demo_00431,m_demo,cust_demo_016,898900,paid,2026-08-21T03:49:20.460165
ord_demo_00432,m_demo,cust_demo_046,123800,paid,2026-08-22T10:38:49.460165
ord_demo_00433,m_demo,cust_demo_080,47100,paid,2026-08-22T03:17:17.460165
ord_demo_00434,m_demo,cust_demo_113,2159900,paid,2026-08-21T15:28:54.460165
ord_demo_00435,m_demo,cust_demo_083,10566000,paid,2026-08-23T01:21:46.460165
ord_demo_00436,m_demo,cust_demo_062,2159900,paid,2026-08-23T00:48:50.460165
ord_demo_00437,m_demo,cust_demo_117,418400,paid,2026-08-22T18:50:05.460165
ord_demo_00438,m_demo,cust_demo_041,47100,paid,2026-08-23T22:30:59.460165
ord_demo_00439,m_demo,cust_demo_008,8342200,paid,2026-08-23T21:59:31.460165
ord_demo_00440,m_demo,cust_demo_069,295700,paid,2026-08-24T09:14:54.460165
ord_demo_00441,m_demo,cust_demo_109,10350500,paid,2026-08-23T13:18:54.460165
ord_demo_00442,m_demo,cust_demo_091,80800,paid,2026-08-24T06:12:34.460165
ord_demo_00443,m_demo,cust_demo_070,3212300,paid,2026-08-23T20:15:16.460165
ord_demo_00444,m_demo,cust_demo_118,94200,paid,2026-08-24T18:44:57.460165
ord_demo_00445,m_demo,cust_demo_118,3067900,paid,2026-08-25T09:38:45.460165
ord_demo_00446,m_demo,cust_demo_091,2942800,paid,2026-08-24T14:55:43.460165
ord_demo_00447,m_demo,cust_demo_048,80800,paid,2026-08-24T17:15:21.460165
ord_demo_00448,m_demo,cust_demo_094,2359800,paid,2026-08-25T18:37:50.460165
ord_demo_00449,m_demo,cust_demo_091,2159900,paid,2026-08-26T10:37:57.460165
ord_demo_00450,m_demo,cust_demo_101,572000,paid,2026-08-25T23:00:39.460165
ord_demo_00451,m_demo,cust_demo_017,115200,paid,2026-08-26T02:32:44.460165
ord_demo_00452,m_demo,cust_demo_118,47100,paid,2026-08-27T06:21:12.460165
ord_demo_00453,m_demo,cust_demo_019,125100,paid,2026-08-26T20:57:11.460165
ord_demo_00454,m_demo,cust_demo_045,125100,paid,2026-08-26T15:31:06.460165
ord_demo_00455,m_demo,cust_demo_106,161600,paid,2026-08-26T19:55:20.460165
ord_demo_00456,m_demo,cust_demo_032,208700,paid,2026-08-27T03:34:01.460165
ord_demo_00457,m_demo,cust_demo_022,2359800,paid,2026-08-26T15:58:51.460165
ord_demo_00458,m_demo,cust_demo_101,418400,paid,2026-08-27T18:12:36.460165
ord_demo_00459,m_demo,cust_demo_058,853700,paid,2026-08-27T18:28:53.460165
ord_demo_00460,m_demo,cust_demo_114,10465700,paid,2026-08-28T10:23:59.460165
ord_demo_00461,m_demo,cust_demo_114,2421700,paid,2026-08-28T08:27:45.460165
ord_demo_00462,m_demo,cust_demo_093,161200,paid,2026-08-27T22:32:16.460165
ord_demo_00463,m_demo,cust_demo_074,2159900,paid,2026-08-28T17:52:48.460165
ord_demo_00464,m_demo,cust_demo_007,687200,paid,2026-08-28T19:33:28.460165
ord_demo_00465,m_demo,cust_demo_013,2033400,paid,2026-08-29T05:31:48.460165
ord_demo_00466,m_demo,cust_demo_109,103300,paid,2026-08-29T02:45:33.460165
ord_demo_00467,m_demo,cust_demo_061,8342200,paid,2026-08-28T19:04:52.460165
ord_demo_00468,m_demo,cust_demo_006,170100,paid,2026-08-29T22:03:57.460165
ord_demo_00469,m_demo,cust_demo_073,967000,paid,2026-08-29T20:34:17.460165
ord_demo_00470,m_demo,cust_demo_071,804700,paid,2026-08-30T05:34:33.460165
ord_demo_00471,m_demo,cust_demo_074,134500,paid,2026-08-29T15:09:45.460165
ord_demo_00472,m_demo,cust_demo_051,208700,paid,2026-08-29T20:00:09.460165
ord_demo_00473,m_demo,cust_demo_088,2359800,paid,2026-08-31T09:57:11.460165
ord_demo_00474,m_demo,cust_demo_034,125100,paid,2026-08-30T14:43:40.460165
ord_demo_00475,m_demo,cust_demo_012,10384200,paid,2026-08-31T07:18:50.460165
ord_demo_00476,m_demo,cust_demo_101,2359800,paid,2026-08-31T09:30:09.460165
ord_demo_00477,m_demo,cust_demo_098,103300,paid,2026-08-31T08:46:29.460165
ord_demo_00478,m_demo,cust_demo_100,103300,paid,2026-08-31T07:47:23.460165
ord_demo_00479,m_demo,cust_demo_113,2359800,paid,2026-09-01T05:30:40.460165
ord_demo_00480,m_demo,cust_demo_005,115200,paid,2026-09-01T02:54:51.460165
ord_demo_00481,m_demo,cust_demo_005,10303400,paid,2026-08-31T13:01:28.460165
ord_demo_00482,m_demo,cust_demo_044,3097100,paid,2026-08-31T15:51:50.460165
ord_demo_00483,m_demo,cust_demo_112,134500,paid,2026-09-01T04:25:16.460165
ord_demo_00484,m_demo,cust_demo_100,125100,paid,2026-09-01T03:27:44.460165
ord_demo_00485,m_demo,cust_demo_028,2359800,paid,2026-09-01T14:20:04.460165
ord_demo_00486,m_demo,cust_demo_066,162300,paid,2026-09-01T13:20:31.460165
ord_demo_00487,m_demo,cust_demo_023,866600,paid,2026-09-02T01:24:32.460165
ord_demo_00488,m_demo,cust_demo_091,61900,paid,2026-09-01T16:47:53.460165
ord_demo_00489,m_demo,cust_demo_004,134500,paid,2026-09-03T09:54:59.460165
ord_demo_00490,m_demo,cust_demo_058,115200,paid,2026-09-03T00:49:18.460165
ord_demo_00491,m_demo,cust_demo_021,170100,paid,2026-09-02T22:40:01.460165
ord_demo_00492,m_demo,cust_demo_004,10427200,paid,2026-09-02T12:36:43.460165
ord_demo_00493,m_demo,cust_demo_077,2033400,paid,2026-09-04T11:41:22.460165
ord_demo_00494,m_demo,cust_demo_036,2359800,paid,2026-09-03T20:13:58.460165
ord_demo_00495,m_demo,cust_demo_060,3097100,paid,2026-09-03T16:00:47.460165
ord_demo_00496,m_demo,cust_demo_001,262600,paid,2026-09-04T09:54:23.460165
ord_demo_00497,m_demo,cust_demo_078,3212300,paid,2026-09-03T22:21:16.460165
ord_demo_00498,m_demo,cust_demo_082,125100,paid,2026-09-03T21:47:46.460165
ord_demo_00499,m_demo,cust_demo_092,152200,paid,2026-09-04T17:44:48.460165
ord_demo_00500,m_demo,cust_demo_067,134500,paid,2026-09-05T10:08:04.460165
ord_demo_00501,m_demo,cust_demo_052,893300,paid,2026-09-05T03:31:39.460165
ord_acme_00001,m_acme,cust_acme_057,448600,paid,2026-05-09T09:16:59.463162
ord_acme_00002,m_acme,cust_acme_047,10390300,paid,2026-05-08T21:20:18.463162
ord_acme_00003,m_acme,cust_acme_031,101300,paid,2026-05-09T08:37:00.463162
ord_acme_00004,m_acme,cust_acme_058,8590400,paid,2026-05-09T00:20:08.463162
ord_acme_00005,m_acme,cust_acme_042,705600,paid,2026-05-10T04:36:10.463162
ord_acme_00006,m_acme,cust_acme_006,415900,paid,2026-05-10T06:23:48.463162
ord_acme_00007,m_acme,cust_acme_048,351600,paid,2026-05-10T08:34:21.463162
ord_acme_00008,m_acme,cust_acme_001,7627800,paid,2026-05-11T04:53:53.463162
ord_acme_00009,m_acme,cust_acme_022,101300,paid,2026-05-11T00:22:29.463162
ord_acme_00010,m_acme,cust_acme_046,806900,paid,2026-05-12T11:21:32.463162
ord_acme_00011,m_acme,cust_acme_052,388700,paid,2026-05-11T16:09:32.463162
ord_acme_00012,m_acme,cust_acme_047,399800,paid,2026-05-14T20:08:14.463162
ord_acme_00013,m_acme,cust_acme_030,336700,paid,2026-05-15T03:22:42.463162
ord_acme_00014,m_acme,cust_acme_038,98400,paid,2026-05-15T17:11:24.463162
ord_acme_00015,m_acme,cust_acme_032,650100,paid,2026-05-16T09:35:29.463162
ord_acme_00016,m_acme,cust_acme_031,150100,paid,2026-05-16T09:21:09.463162
ord_acme_00017,m_acme,cust_acme_012,2042400,paid,2026-05-16T12:13:39.463162
ord_acme_00018,m_acme,cust_acme_025,298500,paid,2026-05-18T00:46:16.463162
ord_acme_00019,m_acme,cust_acme_019,120600,paid,2026-05-17T17:19:08.463162
ord_acme_00020,m_acme,cust_acme_027,150100,paid,2026-05-17T23:43:01.463162
ord_acme_00021,m_acme,cust_acme_013,336700,paid,2026-05-20T00:51:35.463162
ord_acme_00022,m_acme,cust_acme_059,2042400,paid,2026-05-20T11:57:25.463162
ord_acme_00023,m_acme,cust_acme_012,150100,paid,2026-05-19T16:29:23.463162
ord_acme_00024,m_acme,cust_acme_036,415900,paid,2026-05-21T03:29:16.463162
ord_acme_00025,m_acme,cust_acme_019,9127200,paid,2026-05-21T19:33:58.463162
ord_acme_00026,m_acme,cust_acme_010,8492000,paid,2026-05-24T08:44:44.463162
ord_acme_00027,m_acme,cust_acme_056,10390300,paid,2026-05-23T13:59:54.463162
ord_acme_00028,m_acme,cust_acme_060,705600,paid,2026-05-24T08:23:25.463162
ord_acme_00029,m_acme,cust_acme_004,351600,paid,2026-05-24T04:25:10.463162
ord_acme_00030,m_acme,cust_acme_059,101300,paid,2026-05-24T19:19:59.463162
ord_acme_00031,m_acme,cust_acme_012,8426000,paid,2026-05-26T21:34:22.463162
ord_acme_00032,m_acme,cust_acme_001,77900,paid,2026-05-27T11:03:25.463162
ord_acme_00033,m_acme,cust_acme_040,388700,paid,2026-05-27T01:19:31.463162
ord_acme_00034,m_acme,cust_acme_015,8244800,paid,2026-05-27T20:03:21.463162
ord_acme_00035,m_acme,cust_acme_043,77900,paid,2026-05-28T05:34:37.463162
ord_acme_00036,m_acme,cust_acme_029,10390300,paid,2026-05-29T16:24:57.463162
ord_acme_00037,m_acme,cust_acme_025,181200,paid,2026-05-29T22:35:07.463162
ord_acme_00038,m_acme,cust_acme_002,150100,paid,2026-05-30T06:48:37.463162
ord_acme_00039,m_acme,cust_acme_029,415900,paid,2026-05-29T19:17:49.463162
ord_acme_00040,m_acme,cust_acme_033,7809000,paid,2026-05-31T03:43:58.463162
ord_acme_00041,m_acme,cust_acme_054,98400,paid,2026-05-31T04:08:04.463162
ord_acme_00042,m_acme,cust_acme_044,2198200,paid,2026-05-31T14:57:17.463162
ord_acme_00043,m_acme,cust_acme_004,8244800,paid,2026-06-01T11:14:00.463162
ord_acme_00044,m_acme,cust_acme_028,77900,paid,2026-06-02T10:48:05.463162
ord_acme_00045,m_acme,cust_acme_045,7627800,paid,2026-06-03T04:13:24.463162
ord_acme_00046,m_acme,cust_acme_025,705600,paid,2026-06-03T02:31:25.463162
ord_acme_00047,m_acme,cust_acme_044,806900,paid,2026-06-04T12:28:16.463162
ord_acme_00048,m_acme,cust_acme_037,705600,paid,2026-06-05T00:48:26.463162
ord_acme_00049,m_acme,cust_acme_027,150100,paid,2026-06-06T10:44:53.463162
ord_acme_00050,m_acme,cust_acme_052,8492000,paid,2026-06-06T14:44:26.463162
ord_acme_00051,m_acme,cust_acme_017,98400,paid,2026-06-07T12:09:11.463162
ord_acme_00052,m_acme,cust_acme_007,388700,paid,2026-06-07T23:51:29.463162
ord_acme_00053,m_acme,cust_acme_032,120600,paid,2026-06-07T23:25:02.463162
ord_acme_00054,m_acme,cust_acme_052,77900,paid,2026-06-10T11:37:12.463162
ord_acme_00055,m_acme,cust_acme_044,77900,paid,2026-06-11T08:22:25.463162
ord_acme_00056,m_acme,cust_acme_012,7777900,paid,2026-06-11T15:01:59.463162
ord_acme_00057,m_acme,cust_acme_058,351600,paid,2026-06-12T09:28:26.463162
ord_acme_00058,m_acme,cust_acme_038,1094300,paid,2026-06-12T07:56:13.463162
ord_acme_00059,m_acme,cust_acme_026,10390300,paid,2026-06-13T01:32:09.463162
ord_acme_00060,m_acme,cust_acme_001,10390300,paid,2026-06-13T18:48:37.463162
ord_acme_00061,m_acme,cust_acme_010,415900,paid,2026-06-14T20:43:32.463162
ord_acme_00062,m_acme,cust_acme_005,181200,paid,2026-06-14T13:50:47.463162
ord_acme_00063,m_acme,cust_acme_043,336700,paid,2026-06-15T02:25:05.463162
ord_acme_00064,m_acme,cust_acme_031,120600,paid,2026-06-14T13:44:27.463162
ord_acme_00065,m_acme,cust_acme_021,98400,paid,2026-06-15T21:52:30.463162
ord_acme_00066,m_acme,cust_acme_042,705600,paid,2026-06-17T01:59:23.463162
ord_acme_00067,m_acme,cust_acme_034,705600,paid,2026-06-18T10:17:12.463162
ord_acme_00068,m_acme,cust_acme_011,10491600,paid,2026-06-18T20:40:28.463162
ord_acme_00069,m_acme,cust_acme_052,77900,paid,2026-06-19T18:09:31.463162
ord_acme_00070,m_acme,cust_acme_003,2042400,paid,2026-06-20T18:09:16.463162
ord_acme_00071,m_acme,cust_acme_009,150100,paid,2026-06-20T14:19:25.463162
ord_acme_00072,m_acme,cust_acme_017,8244800,paid,2026-06-21T22:36:29.463162
ord_acme_00073,m_acme,cust_acme_031,415900,paid,2026-06-23T10:09:50.463162
ord_acme_00074,m_acme,cust_acme_010,8244800,paid,2026-06-22T14:47:40.463162
ord_acme_00075,m_acme,cust_acme_025,804000,paid,2026-06-23T17:44:00.463162
ord_acme_00076,m_acme,cust_acme_039,98400,paid,2026-06-24T07:38:12.463162
ord_acme_00077,m_acme,cust_acme_033,98400,paid,2026-06-23T12:19:54.463162
ord_acme_00078,m_acme,cust_acme_058,448600,paid,2026-06-24T05:50:29.463162
ord_acme_00079,m_acme,cust_acme_037,98400,paid,2026-06-25T15:20:23.463162
ord_acme_00080,m_acme,cust_acme_019,7908500,paid,2026-06-25T23:47:22.463162
ord_acme_00081,m_acme,cust_acme_027,101300,paid,2026-06-25T21:48:06.463162
ord_acme_00082,m_acme,cust_acme_055,7727300,paid,2026-06-26T08:35:17.463162
ord_acme_00083,m_acme,cust_acme_031,181200,paid,2026-06-27T09:19:10.463162
ord_acme_00084,m_acme,cust_acme_023,705600,paid,2026-06-27T04:32:53.463162
ord_acme_00085,m_acme,cust_acme_011,98400,paid,2026-06-27T14:10:59.463162
ord_acme_00086,m_acme,cust_acme_011,705600,paid,2026-06-28T10:08:32.463162
ord_acme_00087,m_acme,cust_acme_028,7726200,paid,2026-06-27T22:43:05.463162
ord_acme_00088,m_acme,cust_acme_050,8244800,paid,2026-06-28T13:30:42.463162
ord_acme_00089,m_acme,cust_acme_051,150100,paid,2026-06-28T18:27:31.463162
ord_acme_00090,m_acme,cust_acme_003,806900,paid,2026-06-29T22:20:04.463162
ord_acme_00091,m_acme,cust_acme_038,336700,paid,2026-06-30T14:47:10.463162
ord_acme_00092,m_acme,cust_acme_036,388700,paid,2026-07-02T09:30:43.463162
ord_acme_00093,m_acme,cust_acme_023,101300,paid,2026-07-01T19:22:13.463162
ord_acme_00094,m_acme,cust_acme_030,705600,paid,2026-07-01T14:55:24.463162
ord_acme_00095,m_acme,cust_acme_052,150100,paid,2026-07-03T09:13:09.463162
ord_acme_00096,m_acme,cust_acme_045,120600,paid,2026-07-04T08:47:32.463162
ord_acme_00097,m_acme,cust_acme_031,10488700,paid,2026-07-04T02:13:14.463162
ord_acme_00098,m_acme,cust_acme_041,10571500,paid,2026-07-03T21:19:36.463162
ord_acme_00099,m_acme,cust_acme_019,7627800,paid,2026-07-03T20:14:44.463162
ord_acme_00100,m_acme,cust_acme_058,181200,paid,2026-07-03T19:12:42.463162
ord_acme_00101,m_acme,cust_acme_016,181200,paid,2026-07-04T19:40:14.463162
ord_acme_00102,m_acme,cust_acme_059,8043700,paid,2026-07-08T01:48:10.463162
ord_acme_00103,m_acme,cust_acme_040,77900,paid,2026-07-08T06:09:27.463162
ord_acme_00104,m_acme,cust_acme_012,150100,paid,2026-07-08T09:17:01.463162
ord_acme_00105,m_acme,cust_acme_009,8492000,paid,2026-07-07T18:39:08.463162
ord_acme_00106,m_acme,cust_acme_030,861400,paid,2026-07-09T01:27:12.463162
ord_acme_00107,m_acme,cust_acme_040,181200,paid,2026-07-08T21:51:29.463162
ord_acme_00108,m_acme,cust_acme_016,181200,paid,2026-07-09T10:36:35.463162
ord_acme_00109,m_acme,cust_acme_022,101300,paid,2026-07-09T01:50:36.463162
ord_acme_00110,m_acme,cust_acme_055,705600,paid,2026-07-09T20:36:35.463162
ord_acme_00111,m_acme,cust_acme_036,298500,paid,2026-07-11T05:30:32.463162
ord_acme_00112,m_acme,cust_acme_058,150100,paid,2026-07-13T06:00:19.463162
ord_acme_00113,m_acme,cust_acme_017,7908500,paid,2026-07-14T11:13:14.463162
ord_acme_00114,m_acme,cust_acme_007,120600,paid,2026-07-13T21:44:45.463162
ord_acme_00115,m_acme,cust_acme_023,351600,paid,2026-07-16T10:20:11.463162
ord_acme_00116,m_acme,cust_acme_013,7805200,paid,2026-07-15T22:43:12.463162
ord_acme_00117,m_acme,cust_acme_030,2042400,paid,2026-07-16T11:36:39.463162
ord_acme_00118,m_acme,cust_acme_055,7705700,paid,2026-07-18T04:29:10.463162
ord_acme_00119,m_acme,cust_acme_050,101300,paid,2026-07-17T18:22:47.463162
ord_acme_00120,m_acme,cust_acme_016,181200,paid,2026-07-18T15:12:11.463162
ord_acme_00121,m_acme,cust_acme_014,8365400,paid,2026-07-18T15:19:08.463162
ord_acme_00122,m_acme,cust_acme_017,2042400,paid,2026-07-20T02:28:54.463162
ord_acme_00123,m_acme,cust_acme_029,2042400,paid,2026-07-20T18:29:58.463162
ord_acme_00124,m_acme,cust_acme_002,8492000,paid,2026-07-20T22:12:22.463162
ord_acme_00125,m_acme,cust_acme_029,2042400,paid,2026-07-22T07:55:22.463162
ord_acme_00126,m_acme,cust_acme_012,120600,paid,2026-07-22T11:26:19.463162
ord_acme_00127,m_acme,cust_acme_057,298500,paid,2026-07-22T07:56:12.463162
ord_acme_00128,m_acme,cust_acme_015,7627800,paid,2026-07-21T17:15:02.463162
