order_id,product_id,quantity,unit_price,line_total
ord_demo_00433,prod_demo_01,1,2033400,2033400
ord_demo_00434,prod_demo_07,2,61900,123800
ord_demo_00435,prod_demo_09,1,170100,170100
ord_demo_00436,prod_demo_23,1,80800,80800
ord_demo_00437,prod_demo_19,1,418400,418400
ord_demo_00438,prod_demo_10,1,3097100,3097100
ord_demo_00439,prod_demo_15,1,91900,91900
ord_demo_00439,prod_demo_03,1,759500,759500
ord_demo_00440,prod_demo_04,1,103300,103300
ord_demo_00441,prod_demo_04,1,103300,103300
ord_demo_00442,prod_demo_10,1,3097100,3097100
ord_demo_00443,prod_demo_23,1,80800,80800
ord_demo_00443,prod_demo_12,1,572000,572000
ord_demo_00444,prod_demo_06,1,115200,115200
ord_demo_00444,prod_demo_20,1,47100,47100
ord_demo_00445,prod_demo_04,1,103300,103300
ord_demo_00446,prod_demo_02,1,804700,804700
ord_demo_00447,prod_demo_21,1,152200,152200
ord_demo_00448,prod_demo_19,1,418400,418400
ord_demo_00449,prod_demo_07,1,61900,61900
ord_demo_00450,prod_demo_19,1,418400,418400
ord_demo_00451,prod_demo_13,1,10303400,10303400
ord_demo_00451,prod_demo_08,1,134500,134500
ord_demo_00452,prod_demo_20,1,47100,47100
ord_demo_00453,prod_demo_18,1,2159900,2159900
ord_demo_00454,prod_demo_13,1,10303400,10303400
ord_demo_00454,prod_demo_07,2,61900,123800
ord_demo_00455,prod_demo_23,1,80800,80800
ord_demo_00456,prod_demo_09,1,170100,170100
ord_demo_00457,prod_demo_09,1,170100,170100
ord_demo_00457,prod_demo_20,1,47100,47100
ord_demo_00458,prod_demo_04,1,103300,103300
ord_demo_00459,prod_demo_18,1,2159900,2159900
ord_demo_00460,prod_demo_08,1,134500,134500
ord_demo_00461,prod_demo_06,1,115200,115200
ord_demo_00461,prod_demo_20,1,47100,47100
ord_demo_00462,prod_demo_23,1,80800,80800
ord_demo_00463,prod_demo_10,1,3097100,3097100
ord_demo_00463,prod_demo_06,1,115200,115200
ord_demo_00464,prod_demo_17,1,262600,262600
ord_demo_00465,prod_demo_06,1,115200,115200
ord_demo_00466,prod_demo_19,1,418400,418400
ord_demo_00467,prod_demo_17,1,262600,262600
ord_demo_00468,prod_demo_04,1,103300,103300
ord_demo_00469,prod_demo_06,1,115200,115200
ord_demo_00470,prod_demo_06,1,115200,115200
ord_demo_00471,prod_demo_12,1,572000,572000
ord_demo_00472,prod_demo_06,1,115200,115200
ord_demo_00473,prod_demo_20,1,47100,47100
ord_demo_00474,prod_demo_11,1,125100,125100
ord_demo_00475,prod_demo_11,1,125100,125100
ord_demo_00476,prod_demo_23,2,80800,161600
ord_demo_00477,prod_demo_23,2,80800,161600
ord_demo_00477,prod_demo_20,1,47100,47100
ord_demo_00478,prod_demo_14,1,2359800,2359800
ord_demo_00479,prod_demo_19,1,418400,418400
ord_demo_00480,prod_demo_03,1,759500,759500
ord_demo_00480,prod_demo_20,2,47100,94200
ord_demo_00481,prod_demo_13,1,10303400,10303400
ord_demo_00481,prod_demo_06,1,115200,115200
ord_demo_00481,prod_demo_20,1,47100,47100
ord_demo_00482,prod_demo_14,1,2359800,2359800
ord_demo_00482,prod_demo_07,1,61900,61900
ord_demo_00483,prod_demo_24,1,161200,161200
ord_demo_00484,prod_demo_18,1,2159900,2159900
ord_demo_00485,prod_demo_12,1,572000,572000
ord_demo_00485,prod_demo_06,1,115200,115200
ord_demo_00486,prod_demo_01,1,2033400,2033400
ord_demo_00487,prod_demo_04,1,103300,103300
ord_demo_00488,prod_demo_16,1,8342200,8342200
ord_demo_00489,prod_demo_09,1,170100,170100
ord_demo_00490,prod_demo_02,1,804700,804700
ord_demo_00490,prod_demo_06,1,115200,115200
ord_demo_00490,prod_demo_20,1,47100,47100
ord_demo_00491,prod_demo_02,1,804700,804700
ord_demo_00492,prod_demo_08,1,134500,134500
ord_demo_00493,prod_demo_23,2,80800,161600
ord_demo_00493,prod_demo_20,1,47100,47100
ord_demo_00494,prod_demo_14,1,2359800,2359800
ord_demo_00495,prod_demo_11,1,125100,125100
ord_demo_00496,prod_demo_13,1,10303400,10303400
ord_demo_00496,prod_demo_23,1,80800,80800
ord_demo_00497,prod_demo_14,1,2359800,2359800
ord_demo_00498,prod_demo_04,1,103300,103300
ord_demo_00499,prod_demo_04,1,103300,103300
ord_demo_00500,prod_demo_14,1,2359800,2359800
ord_demo_00501,prod_demo_06,1,115200,115200
ord_demo_00502,prod_demo_13,1,10303400,10303400
ord_demo_00503,prod_demo_10,1,3097100,3097100
ord_demo_00504,prod_demo_08,1,134500,134500
ord_demo_00505,prod_demo_11,1,125100,125100
ord_demo_00506,prod_demo_14,1,2359800,2359800
ord_demo_00507,prod_demo_06,1,115200,115200
ord_demo_00507,prod_demo_20,1,47100,47100
ord_demo_00508,prod_demo_07,1,61900,61900
ord_demo_00508,prod_demo_02,1,804700,804700
ord_demo_00509,prod_demo_07,1,61900,61900
ord_demo_00510,prod_demo_08,1,134500,134500
ord_demo_00511,prod_demo_06,1,115200,115200
ord_demo_00512,prod_demo_09,1,170100,170100
ord_demo_00513,prod_demo_13,1,10303400,10303400
ord_demo_00513,prod_demo_07,2,61900,123800
ord_demo_00514,prod_demo_01,1,2033400,2033400
ord_demo_00515,prod_demo_14,1,2359800,2359800
ord_demo_00516,prod_demo_10,1,3097100,3097100
ord_demo_00517,prod_demo_17,1,262600,262600
ord_demo_00518,prod_demo_10,1,3097100,3097100
ord_demo_00518,prod_demo_06,1,115200,115200
ord_demo_00519,prod_demo_11,1,125100,125100
ord_demo_00520,prod_demo_21,1,152200,152200
ord_demo_00521,prod_demo_08,1,134500,134500
ord_demo_00522,prod_demo_22,1,846200,846200
ord_demo_00522,prod_demo_20,1,47100,47100
ord_demo_00523,prod_demo_19,1,418400,418400
ord_demo_00524,prod_demo_18,1,2159900,2159900
ord_demo_00525,prod_demo_22,1,846200,846200
ord_demo_00526,prod_demo_10,1,3097100,3097100
ord_demo_00527,prod_demo_11,1,125100,125100
ord_demo_00528,prod_demo_08,1,134500,134500
ord_demo_00529,prod_demo_11,1,125100,125100
ord_demo_00530,prod_demo_15,1,91900,91900
ord_demo_00531,prod_demo_16,1,8342200,8342200
ord_demo_00531,prod_demo_05,1,2942800,2942800
ord_demo_00532,prod_demo_15,1,91900,91900
ord_demo_00532,prod_demo_20,2,47100,94200
ord_demo_00533,prod_demo_01,1,2033400,2033400
ord_demo_00534,prod_demo_03,1,759500,759500
ord_demo_00534,prod_demo_23,1,80800,80800
ord_demo_00535,prod_demo_07,1,61900,61900
ord_demo_00536,prod_demo_01,1,2033400,2033400
ord_demo_00537,prod_demo_05,1,2942800,2942800
ord_demo_00538,prod_demo_02,1,804700,804700
ord_demo_00539,prod_demo_22,1,846200,846200
ord_demo_00540,prod_demo_13,1,10303400,10303400
ord_demo_00540,prod_demo_07,1,61900,61900
ord_demo_00540,prod_demo_09,1,170100,170100
ord_demo_00541,prod_demo_21,1,152200,152200
ord_acme_00001,prod_acme_13,1,69800,69800
ord_acme_00002,prod_acme_05,1,797300,797300
ord_acme_00003,prod_acme_11,1,2836200,2836200
ord_acme_00004,prod_acme_10,1,6483500,6483500
ord_acme_00004,prod_acme_09,1,127100,127100
ord_acme_00005,prod_acme_16,1,216200,216200
ord_acme_00006,prod_acme_17,1,6999500,6999500
ord_acme_00006,prod_acme_14,1,65000,65000
ord_acme_00006,prod_acme_01,1,106200,106200
ord_acme_00007,prod_acme_10,1,6483500,6483500
ord_acme_00007,prod_acme_13,1,69800,69800
ord_acme_00008,prod_acme_13,1,69800,69800
ord_acme_00008,prod_acme_08,1,43100,43100
ord_acme_00009,prod_acme_15,1,2455700,2455700
ord_acme_00010,prod_acme_18,1,645300,645300
ord_acme_00010,prod_acme_08,1,43100,43100
ord_acme_00011,prod_acme_17,1,6999500,6999500
ord_acme_00011,prod_acme_13,2,69800,139600
ord_acme_00011,prod_acme_08,2,43100,86200
ord_acme_00012,prod_acme_10,1,6483500,6483500
ord_acme_00013,prod_acme_03,1,736900,736900
ord_acme_00013,prod_acme_08,1,43100,43100
ord_acme_00014,prod_acme_17,1,6999500,6999500
ord_acme_00015,prod_acme_08,1,43100,43100
ord_acme_00016,prod_acme_04,1,1819500,1819500
ord_acme_00017,prod_acme_10,1,6483500,6483500
ord_acme_00017,prod_acme_01,1,106200,106200
ord_acme_00017,prod_acme_08,1,43100,43100
ord_acme_00018,prod_acme_14,2,65000,130000
ord_acme_00019,prod_acme_02,1,210300,210300
ord_acme_00019,prod_acme_13,1,69800,69800
ord_acme_00019,prod_acme_08,1,43100,43100
ord_acme_00020,prod_acme_13,2,69800,139600
ord_acme_00020,prod_acme_18,1,645300,645300
ord_acme_00021,prod_acme_03,1,736900,736900
ord_acme_00022,prod_acme_10,1,6483500,6483500
ord_acme_00023,prod_acme_05,1,797300,797300
ord_acme_00024,prod_acme_01,1,106200,106200
ord_acme_00025,prod_acme_18,1,645300,645300
ord_acme_00025,prod_acme_08,1,43100,43100
ord_acme_00026,prod_acme_17,1,6999500,6999500
ord_acme_00026,prod_acme_13,1,69800,69800
ord_acme_00027,prod_acme_18,1,645300,645300
ord_acme_00027,prod_acme_13,1,69800,69800
ord_acme_00028,prod_acme_08,1,43100,43100
ord_acme_00029,prod_acme_16,1,216200,216200
ord_acme_00030,prod_acme_06,1,718200,718200
ord_acme_00030,prod_acme_13,1,69800,69800
ord_acme_00031,prod_acme_11,1,2836200,2836200
ord_acme_00032,prod_acme_18,1,645300,645300
ord_acme_00032,prod_acme_13,1,69800,69800
ord_acme_00033,prod_acme_01,1,106200,106200
ord_acme_00034,prod_acme_13,1,69800,69800
ord_acme_00034,prod_acme_09,1,127100,127100
ord_acme_00035,prod_acme_05,1,797300,797300
ord_acme_00036,prod_acme_17,1,6999500,6999500
ord_acme_00036,prod_acme_13,1,69800,69800
ord_acme_00037,prod_acme_05,1,797300,797300
ord_acme_00038,prod_acme_07,1,7456400,7456400
ord_acme_00038,prod_acme_11,1,2836200,2836200
ord_acme_00039,prod_acme_17,1,6999500,6999500
ord_acme_00040,prod_acme_03,1,736900,736900
ord_acme_00041,prod_acme_16,1,216200,216200
ord_acme_00041,prod_acme_08,1,43100,43100
ord_acme_00042,prod_acme_05,1,797300,797300
ord_acme_00043,prod_acme_16,1,216200,216200
ord_acme_00044,prod_acme_05,1,797300,797300
ord_acme_00044,prod_acme_08,2,43100,86200
ord_acme_00045,prod_acme_07,1,7456400,7456400
ord_acme_00045,prod_acme_08,1,43100,43100
ord_acme_00046,prod_acme_11,1,2836200,2836200
ord_acme_00046,prod_acme_13,1,69800,69800
ord_acme_00047,prod_acme_17,1,6999500,6999500
ord_acme_00047,prod_acme_08,1,43100,43100
ord_acme_00048,prod_acme_05,1,797300,797300
ord_acme_00048,prod_acme_09,1,127100,127100
ord_acme_00049,prod_acme_02,1,210300,210300
ord_acme_00050,prod_acme_04,1,1819500,1819500
ord_acme_00051,prod_acme_17,1,6999500,6999500
ord_acme_00051,prod_acme_13,1,69800,69800
ord_acme_00052,prod_acme_09,1,127100,127100
ord_acme_00053,prod_acme_09,1,127100,127100
ord_acme_00054,prod_acme_18,1,645300,645300
ord_acme_00055,prod_acme_12,1,1712400,1712400
ord_acme_00056,prod_acme_05,1,797300,797300
ord_acme_00057,prod_acme_18,1,645300,645300
ord_acme_00057,prod_acme_09,1,127100,127100
ord_acme_00058,prod_acme_03,1,736900,736900
ord_acme_00059,prod_acme_03,1,736900,736900
ord_acme_00060,prod_acme_10,1,6483500,6483500
ord_acme_00061,prod_acme_17,1,6999500,6999500
ord_acme_00061,prod_acme_01,1,106200,106200
ord_acme_00062,prod_acme_13,1,69800,69800
ord_acme_00062,prod_acme_03,1,736900,736900
ord_acme_00063,prod_acme_18,1,645300,645300
ord_acme_00064,prod_acme_15,1,2455700,2455700
ord_acme_00065,prod_acme_04,1,1819500,1819500
ord_acme_00066,prod_acme_18,1,645300,645300
ord_acme_00067,prod_acme_15,1,2455700,2455700
ord_acme_00068,prod_acme_09,1,127100,127100
ord_acme_00069,prod_acme_17,1,6999500,6999500
ord_acme_00070,prod_acme_18,1,645300,645300
ord_acme_00071,prod_acme_07,1,7456400,7456400
ord_acme_00071,prod_acme_01,1,106200,106200
ord_acme_00072,prod_acme_05,1,797300,797300
ord_acme_00072,prod_acme_08,1,43100,43100
ord_acme_00073,prod_acme_16,1,216200,216200
ord_acme_00074,prod_acme_13,1,69800,69800
ord_acme_00074,prod_acme_08,1,43100,43100
ord_acme_00074,prod_acme_06,1,718200,718200
ord_acme_00075,prod_acme_06,1,718200,718200
ord_acme_00075,prod_acme_08,1,43100,43100
ord_acme_00075,prod_acme_07,1,7456400,7456400
ord_acme_00076,prod_acme_09,1,127100,127100
ord_acme_00077,prod_acme_12,1,1712400,1712400
ord_acme_00078,prod_acme_14,1,65000,65000
ord_acme_00079,prod_acme_05,1,797300,797300
ord_acme_00080,prod_acme_05,1,797300,797300
ord_acme_00080,prod_acme_08,1,43100,43100
ord_acme_00081,prod_acme_11,1,2836200,2836200
ord_acme_00082,prod_acme_09,1,127100,127100
ord_acme_00083,prod_acme_11,1,2836200,2836200
ord_acme_00084,prod_acme_01,1,106200,106200
ord_acme_00085,prod_acme_18,1,645300,645300
ord_acme_00085,prod_acme_14,1,65000,65000
ord_acme_00086,prod_acme_10,1,6483500,6483500
ord_acme_00087,prod_acme_03,1,736900,736900
ord_acme_00087,prod_acme_14,1,65000,65000
ord_acme_00088,prod_acme_12,1,1712400,1712400
ord_acme_00089,prod_acme_06,1,718200,718200
ord_acme_00089,prod_acme_08,1,43100,43100
ord_acme_00090,prod_acme_06,1,718200,718200
ord_acme_00090,prod_acme_08,1,43100,43100
ord_acme_00090,prod_acme_13,1,69800,69800
ord_acme_00091,prod_acme_05,1,797300,797300
ord_acme_00091,prod_acme_14,1,65000,65000
ord_acme_00092,prod_acme_12,1,1712400,1712400
ord_acme_00093,prod_acme_16,1,216200,216200
ord_acme_00094,prod_acme_06,1,718200,718200
ord_acme_00095,prod_acme_12,1,1712400,1712400
ord_acme_00096,prod_acme_05,1,797300,797300
ord_acme_00096,prod_acme_09,1,127100,127100
ord_acme_00097,prod_acme_01,1,106200,106200
ord_acme_00098,prod_acme_08,1,43100,43100
ord_acme_00099,prod_acme_18,1,645300,645300
ord_acme_00100,prod_acme_09,1,127100,127100
ord_acme_00101,prod_acme_18,1,645300,645300
ord_acme_00102,prod_acme_15,1,2455700,2455700
ord_acme_00103,prod_acme_06,1,718200,718200
ord_acme_00104,prod_acme_03,1,736900,736900
ord_acme_00104,prod_acme_14,1,65000,65000
ord_acme_00105,prod_acme_02,1,210300,210300
ord_acme_00105,prod_acme_13,2,69800,139600
ord_acme_00106,prod_acme_07,1,7456400,7456400
ord_acme_00106,prod_acme_08,1,43100,43100
ord_acme_00107,prod_acme_04,1,1819500,1819500
ord_acme_00108,prod_acme_11,1,2836200,2836200
ord_acme_00109,prod_acme_04,1,1819500,1819500
ord_acme_00110,prod_acme_07,1,7456400,7456400
ord_acme_00110,prod_acme_08,1,43100,43100
ord_acme_00111,prod_acme_16,1,216200,216200
ord_acme_00111,prod_acme_08,1,43100,43100
ord_acme_00112,prod_acme_18,1,645300,645300
ord_acme_00112,prod_acme_08,1,43100,43100
ord_acme_00113,prod_acme_15,1,2455700,2455700
ord_acme_00113,prod_acme_14,2,65000,130000
ord_acme_00114,prod_acme_15,1,2455700,2455700
ord_acme_00115,prod_acme_12,1,1712400,1712400
ord_acme_00116,prod_acme_18,1,645300,645300
ord_acme_00116,prod_acme_13,1,69800,69800
ord_acme_00117,prod_acme_12,1,1712400,1712400
ord_acme_00118,prod_acme_03,1,736900,736900
ord_acme_00119,prod_acme_18,1,645300,645300
ord_acme_00119,prod_acme_14,1,65000,65000
ord_acme_00120,prod_acme_02,1,210300,210300
ord_acme_00121,prod_acme_16,1,216200,216200
ord_acme_00122,prod_acme_01,1,106200,106200
ord_acme_00123,prod_acme_02,1,210300,210300
ord_acme_00124,prod_acme_09,1,127100,127100
ord_acme_00125,prod_acme_04,1,1819500,1819500
ord_acme_00126,prod_acme_08,1,43100,43100
ord_acme_00127,prod_acme_18,1,645300,645300
ord_acme_00127,prod_acme_08,1,43100,43100
ord_acme_00128,prod_acme_06,1,718200,718200
ord_acme_00129,prod_acme_12,1,1712400,1712400
ord_acme_00130,prod_acme_08,1,43100,43100
ord_acme_00131,prod_acme_09,1,127100,127100
ord_acme_00132,prod_acme_02,1,210300,210300
ord_acme_00133,prod_acme_11,1,2836200,2836200
ord_acme_00133,prod_acme_18,1,645300,645300
ord_acme_00134,prod_acme_05,1,797300,797300
ord_acme_00134,prod_acme_14,1,65000,65000
ord_acme_00135,prod_acme_10,1,6483500,6483500
ord_acme_00135,prod_acme_14,1,65000,65000
ord_acme_00135,prod_acme_08,1,43100,43100
ord_acme_00136,prod_acme_04,1,1819500,1819500
ord_acme_00137,prod_acme_11,1,2836200,2836200
ord_acme_00138,prod_acme_08,1,43100,43100
ord_acme_00139,prod_acme_13,1,69800,69800
ord_acme_00139,prod_acme_08,1,43100,43100
ord_acme_00140,prod_acme_13,2,69800,139600
ord_acme_00141,prod_acme_03,1,736900,736900
ord_acme_00142,prod_acme_14,1,65000,65000
ord_acme_00143,prod_acme_07,1,7456400,7456400
ord_acme_00144,prod_acme_12,1,1712400,1712400
ord_acme_00145,prod_acme_01,1,106200,106200
ord_acme_00146,prod_acme_15,1,2455700,2455700
ord_acme_00147,prod_acme_12,1,1712400,1712400
ord_acme_00148,prod_acme_02,1,210300,210300
ord_acme_00149,prod_acme_11,1,2836200,2836200
ord_acme_00149,prod_acme_14,1,65000,65000
ord_acme_00150,prod_acme_18,1,645300,645300
ord_acme_00151,prod_acme_17,1,6999500,6999500
ord_acme_00151,prod_acme_13,2,69800,139600
ord_acme_00151,prod_acme_01,1,106200,106200
ord_acme_00152,prod_acme_12,1,1712400,1712400
ord_acme_00153,prod_acme_13,1,69800,69800
ord_acme_00153,prod_acme_08,1,43100,43100
ord_acme_00154,prod_acme_03,1,736900,736900
ord_acme_00155,prod_acme_16,1,216200,216200
ord_acme_00155,prod_acme_08,1,43100,43100
ord_acme_00156,prod_acme_02,1,210300,210300
ord_acme_00157,prod_acme_08,1,43100,43100
ord_acme_00158,prod_acme_03,1,736900,736900
ord_acme_00159,prod_acme_08,1,43100,43100
ord_acme_00160,prod_acme_05,1,797300,797300
ord_acme_00161,prod_acme_05,1,797300,797300
ord_acme_00161,prod_acme_18,1,645300,645300
ord_acme_00162,prod_acme_11,1,2836200,2836200
ord_acme_00163,prod_acme_10,1,6483500,6483500
ord_acme_00164,prod_acme_09,1,127100,127100
ord_acme_00165,prod_acme_08,1,43100,43100
ord_acme_00166,prod_acme_17,1,6999500,6999500
ord_acme_00167,prod_acme_02,1,210300,210300
ord_acme_00168,prod_acme_07,1,7456400,7456400
ord_acme_00168,prod_acme_01,1,106200,106200
ord_acme_00169,prod_acme_13,1,69800,69800
ord_acme_00170,prod_acme_18,1,645300,645300
ord_acme_00171,prod_acme_17,1,6999500,6999500
ord_acme_00171,prod_acme_09,1,127100,127100
ord_acme_00171,prod_acme_10,1,6483500,6483500
ord_acme_00172,prod_acme_10,1,6483500,6483500
ord_acme_00173,prod_acme_15,1,2455700,2455700
ord_acme_00174,prod_acme_01,1,106200,106200
ord_acme_00175,prod_acme_09,1,127100,127100
ord_acme_00176,prod_acme_04,1,1819500,1819500
ord_acme_00177,prod_acme_13,2,69800,139600
ord_acme_00178,prod_acme_02,1,210300,210300
ord_acme_00179,prod_acme_10,1,6483500,6483500
ord_acme_00180,prod_acme_09,1,127100,127100
ord_acme_00180,prod_acme_08,1,43100,43100
ord_acme_00181,prod_acme_16,1,216200,216200
ord_acme_00182,prod_acme_01,1,106200,106200
ord_acme_00183,prod_acme_18,1,645300,645300
ord_acme_00183,prod_acme_08,2,43100,86200
ord_acme_00184,prod_acme_10,1,6483500,6483500
ord_acme_00184,prod_acme_01,1,106200,106200
ord_acme_00184,prod_acme_08,1,43100,43100
ord_acme_00185,prod_acme_15,1,2455700,2455700
ord_acme_00185,prod_acme_10,1,6483500,6483500
ord_acme_00186,prod_acme_14,1,65000,65000
ord_acme_00186,prod_acme_06,1,718200,718200
ord_acme_00187,prod_acme_17,1,6999500,6999500
ord_acme_00187,prod_acme_01,1,106200,106200
ord_acme_00187,prod_acme_08,1,43100,43100
ord_acme_00188,prod_acme_11,1,2836200,2836200
ord_acme_00189,prod_acme_16,1,216200,216200
ord_acme_00190,prod_acme_01,1,106200,106200
ord_acme_00191,prod_acme_07,1,7456400,7456400
ord_acme_00192,prod_acme_07,1,7456400,7456400
ord_acme_00192,prod_acme_09,1,127100,127100
ord_acme_00192,prod_acme_11,1,2836200,2836200
ord_acme_00193,prod_acme_06,1,718200,718200
ord_acme_00194,prod_acme_18,1,645300,645300
ord_acme_00195,prod_acme_17,1,6999500,6999500
ord_acme_00196,prod_acme_09,1,127100,127100
ord_acme_00197,prod_acme_18,1,645300,645300
ord_acme_00198,prod_acme_14,1,65000,65000
ord_acme_00198,prod_acme_08,1,43100,43100
ord_acme_00199,prod_acme_12,1,1712400,1712400
ord_acme_00200,prod_acme_03,1,736900,736900
ord_acme_00200,prod_acme_08,1,43100,43100
ord_acme_00201,prod_acme_04,1,1819500,1819500
